web_url,snippet,lead_paragraph,abstract,headline,keywords,pub_date,document_type,news_desk,byline,type_of_material,_id,word_count
https://www.nytimes.com/2019/04/23/t-magazine/evan-kinori-breakfast.html,"The San Francisco-based Evan Kinori relies on shakshuka, the tomato-and-egg casserole beloved in Israel, where his father was born.","In “One Good Meal,” we ask cooking-inclined creative people to share the story behind a favorite dish they actually make and eat at home on a regular basis — and not just when they’re trying to impress.","The San Francisco-based Evan Kinori relies on shakshuka, the tomato-and-egg casserole beloved in Israel, where his father was born.","{'main': 'A Men’s Wear Designer’s Favorite Breakfast Dish', 'kicker': 'One Good Meal', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Eggs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tomatoes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recipes', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'San Francisco (Calif)', 'rank': 5, 'major': 'N'}]",2019-04-23T21:17:26+0000,article,TStyle,"{'original': 'By Nick Marino', 'person': [{'firstname': 'Nick', 'middlename': None, 'lastname': 'Marino', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5cbf80e740d36ff0709d483c,575
https://www.nytimes.com/2019/04/23/dining/wayan-restaurant-review.html,"At Wayan in NoLIta, Ochi and Cédric (the son of Jean-Georges) Vongerichten nudge a traditional cuisine in new directions.","If you ate at Spice Market before it closed two years ago, you may experience low-key but persistent flashbacks at Wayan, which set up shop in February on the east end of Spring Street in NoLIta. Again the flavors come from Asia and the methods, generally, from France. Again the far-off tropics are evoked through the play of indirect, dappled light, as if filtered through jungle foliage or a carved wooden screen. Again the presiding culinary sensibility belongs to a Vongerichten.","At Wayan in NoLIta, Ochi and Cédric (the son of Jean-Georges) Vongerichten nudge a traditional cuisine in new directions.","{'main': 'Tapping a Family Connection to Indonesian Food', 'kicker': None, 'content_kicker': None, 'print_headline': 'Indonesian Food With Family Seasoning', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Wayan (Manhattan, NY, Restaurant)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Vongerichten, Cedric', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'NoLIta (Manhattan, NY)', 'rank': 4, 'major': 'N'}]",2019-04-23T15:22:18+0000,article,Dining,"{'original': 'By Pete Wells', 'person': [{'firstname': 'Pete', 'middlename': None, 'lastname': 'Wells', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Review,5cbf2dab40d36ff0709d4734,1107
https://www.nytimes.com/slideshow/2019/04/23/dining/wayan-new-york.html,"At Wayan, Cédric and Ochi Vongerichten bring a personal perspective to Indonesia-fusion cuisine.","At Wayan, Cédric and Ochi Vongerichten bring a personal perspective to Indonesia-fusion cuisine.","At Wayan, Cédric and Ochi Vongerichten bring a personal perspective to Indonesia-fusion cuisine.","{'main': 'Take Gado Gado. Add One Avocado.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Vongerichten, Cedric', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Wayan (Manhattan, NY, Restaurant)', 'rank': 3, 'major': 'N'}]",2019-04-23T15:21:16+0000,multimedia,Food,"{'original': None, 'person': None, 'organization': None}",Slideshow,5cbf2d6c40d36ff0709d4731,0
https://www.nytimes.com/2019/04/23/briefing/sri-lanka-google-philippines.html,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,"{'main': 'Sri Lanka, Google, Philippines: Your Tuesday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],2019-04-23T09:38:35+0000,article,NYTNow,"{'original': 'By Chris Stanford', 'person': [{'firstname': 'Chris', 'middlename': None, 'lastname': 'Stanford', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",briefing,5cbedd1c40d36ff0709d4661,1407
https://www.nytimes.com/2019/04/22/briefing/sri-lanka-iran-trump.html,Let us help you start your day.,(Want to get this briefing by email? Here’s the sign-up.),Let us help you start your day.,"{'main': 'Sri Lanka, Iran, Trump: Your Tuesday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],2019-04-23T03:12:03+0000,article,NYTNow,"{'original': 'By Melina Delkic', 'person': [{'firstname': 'Melina', 'middlename': None, 'lastname': 'Delkic', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",briefing,5cbe828340d36ff0709d45aa,1588
https://www.nytimes.com/2019/04/22/briefing/sri-lanka-india-china.html,Security failures in Sri Lanka,(Want to get this briefing by email? Here’s the sign-up.),Security failures in Sri Lanka,"{'main': 'Sri Lanka, India, China: Your Tuesday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],2019-04-22T20:00:23+0000,article,NYTNow,"{'original': 'By Alisha Haridasani Gupta', 'person': [{'firstname': 'Alisha', 'middlename': 'Haridasani', 'lastname': 'Gupta', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",briefing,5cbe1d5740d36ff0709d4519,1568
https://www.nytimes.com/2019/04/22/nyregion/newyorktoday/nyc-news-subway-fare-increase.html,"Monday: ""I need to be allowed to get on with what needs to be done,"" the chief, Andy Byford, said.", [Want to get New York Today by email? Here’s the sign-up.],"Monday: ""I need to be allowed to get on with what needs to be done,"" the chief, Andy Byford, said.","{'main': 'Subway Fares Went Up (So Did Tension Between Cuomo and the Transit Chief)', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New York City Transit Authority', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MetroCard (NYC)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Earth Day', 'rank': 4, 'major': 'N'}]",2019-04-22T10:12:42+0000,article,Metro,"{'original': 'By Azi Paybarah', 'person': [{'firstname': 'Azi', 'middlename': None, 'lastname': 'Paybarah', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",briefing,5cbd939b40d36ff0709d43fb,1302
https://www.nytimes.com/2019/04/19/dining/personal-favorites.html,"Alison Roman’s creamy cauliflower pasta, sheet-pan chicken with shallots and grapes, broiled fish tacos: Make the meals our readers, writers and editors hold dear.","Hi and welcome to Five Weeknight Dishes, food for busy people who still want something good to eat. Easter and Passover converge this weekend, and if you celebrate I hope the week ahead brings you Cadbury creme eggs (do we like those?) and leftover ham, Hillel sandwiches and matzo lasagna (it’s a thing, and it looks amazing). Fair warning that while a few of the recipes below are Passover-appropriate, or could be adapted for Passover, not all are.","Alison Roman’s creamy cauliflower pasta, sheet-pan chicken with shallots and grapes, broiled fish tacos: Make the meals our readers, writers and editors hold dear.","{'main': 'Personal Favorites', 'kicker': None, 'content_kicker': None, 'print_headline': 'Five Weeknight Dishes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Recipes', 'rank': 2, 'major': 'N'}]",2019-04-19T16:30:01+0000,article,Dining,"{'original': 'By Emily Weinstein', 'person': [{'firstname': 'Emily', 'middlename': None, 'lastname': 'Weinstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5cb9f78a40d36ff0709d3fe6,624
https://www.nytimes.com/2019/04/18/travel/nairobi-kenya-mexican-food-music-culture.html,"In the Kenyan capital, Mexican culture is everywhere, from television to music to restaurants. A primer on the latest global mash-up.","On New Year’s Eve, as people around the world celebrated with a kiss or a glass of champagne, some partygoers in Nairobi celebrated a different way: with 12 grapes, one for each month of the year, as the clock ticked down to midnight. This Mexican tradition, which dates back to the Spanish colonial period and is said to bring good luck, arrived in Nairobi on the crest of a cultural wave that is taking over Kenya’s trendiest corners. Mexican culture is everywhere: on restaurant menus, in dance clubs, on television.","In the Kenyan capital, Mexican culture is everywhere, from television to music to restaurants. A primer on the latest global mash-up.","{'main': 'Tacos. Tequila. Telenovelas. Nairobi Embraces Its Mexican Soul.', 'kicker': None, 'content_kicker': None, 'print_headline': 'One Delicious Mash-Up: Mexican Food in Kenya', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Mexican Food (Cuisine)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Nairobi (Kenya)', 'rank': 4, 'major': 'N'}]",2019-04-18T09:00:12+0000,article,Travel,"{'original': 'By Jillian Keenan', 'person': [{'firstname': 'Jillian', 'middlename': None, 'lastname': 'Keenan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5cb83c9c40d36ff0709d3c04,1130
https://www.nytimes.com/2019/04/16/dining/niche-review-mazemen.html,"At Niche, a new restaurant on the Lower East Side, Shigetoshi Nakamura specializes in mazemen, a ramen style that has been slow to catch on locally.","In 2012 and 2013, when people were lining up at Smorgasburg and then on the second floor of the Houston Street Whole Foods Market for biodegradable bowls of Yuji Haraguchi’s mazemen — noodles that might be dressed with crisped twigs of bacon and a jiggling onsen egg, say, or yuzu-cured salmon and some Camembert soft enough to transform into a sauce — I was sure the crowds would multiply and fan out, demanding more of this strange brothless ramen.","At Niche, a new restaurant on the Lower East Side, Shigetoshi Nakamura specializes in mazemen, a ramen style that has been slow to catch on locally.","{'main': 'Ramen Without Broth? A Chef Doubles Down on a Sidelined Dish', 'kicker': None, 'content_kicker': None, 'print_headline': 'Setting the Table for a Sidelined Dish', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Noodles', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Restaurants', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Soups', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Chefs', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Niche (Manhattan, NY, Restaurant)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Lower East Side (Manhattan, NY)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Nakamura, Shigetoshi', 'rank': 7, 'major': 'N'}]",2019-04-16T15:17:38+0000,article,Dining,"{'original': 'By Pete Wells', 'person': [{'firstname': 'Pete', 'middlename': None, 'lastname': 'Wells', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Review,5cb5f21240d36ff0709d36a3,1163
https://www.nytimes.com/2019/04/13/world/americas/coffee-climate-change-migration.html,The problems plaguing farmers in Honduras and elsewhere have mounted with rising temperatures and increasingly unpredictable weather.,"CORQUÍN, Honduras — The farmer stood in his patch of forlorn coffee plants, their leaves sick and wilted, the next harvest in doubt.",The problems plaguing farmers in Honduras and elsewhere have mounted with rising temperatures and increasingly unpredictable weather.,"{'main': 'Central American Farmers Head to the U.S., Fleeing Climate Change', 'kicker': None, 'content_kicker': None, 'print_headline': 'Migrants Flee New Threat: Climate Change', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Central America', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Honduras', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coffee', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Poverty', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 9, 'major': 'N'}]",2019-04-13T09:00:07+0000,article,Foreign,"{'original': 'By Kirk Semple', 'person': [{'firstname': 'Kirk', 'middlename': None, 'lastname': 'Semple', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5cb1a51740d36ff0709d2fad,1487
https://cooking.nytimes.com/recipes/1020176-roasted-broccoli-and-potato-tacos-with-fried-eggs,,"These weeknight tacos are packed with nutrient-dense broccoli and comforting potatoes for a satisfying meal that comes together in just 45 minutes. The secret to its flavor lies in roasting the vegetables over high heat without stirring, which allows their edges to become smoked and crisp. Creamy egg yolks and deep, smoky paprika meld here, to create a rich sauce. If you’re short on time, you can roast the vegetables ahead of time and rewarm them, or even serve them at room temperature. Corn tortillas are used here, but flour tortillas can also be used. And feel free to customize them as you like, using all the suggested toppings or just some.",,"{'main': 'Roasted Broccoli and Potato Tacos With Fried Eggs', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': 'Roasted Broccoli and Potato Tacos With Fried Eggs', 'seo': None, 'sub': None}",[],2019-04-12T00:00:00+0000,recipe,,"{'original': 'Kay Chun', 'person': [{'firstname': 'Kay', 'middlename': None, 'lastname': 'Chun', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Recipe,5cc85ac040d36ff0709d59b2,0
